,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,Assessment_Date,Age(days),device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
8920,Smart Phone,50798612,Blackberry,Keyone,2016-04-12,2021-03-23,2022-01-27,2116,No,No,No,Average,7.6,Average
8921,Smart Phone,69467011,OnePlus,OnePlus 7pro,2016-08-01,2021-04-11,2022-02-11,2020,No,Yes,No,Average,9.93,Average
8922,Laptop,75325886,Dell,Inspiron,2015-02-12,2021-02-24,2022-01-27,2541,No,No,No,Good,18.85,Good
8923,Smart Phone,97798125,Samsung,Galaxy A6,2016-08-14,2021-07-20,2022-01-13,1978,No,No,No,Average,7.55,Average
8924,Smart Phone,69688034,OnePlus,OnePlus 7,2016-08-11,2021-06-16,2022-01-06,1974,Yes,No,Yes,Poor,1.24,Poor
8925,Feature Phone,76181597,Samsung,8000,2017-04-11,2021-07-01,2022-01-14,1739,No,No,No,Average,10.62,Average
8926,Smart Phone,29075683,Blackberry,Q5,2014-09-25,2021-02-01,2022-01-31,2685,Yes,No,Yes,Average,8.94,Average
8927,Smart Phone,93044813,Apple,Iphone XR,2020-01-19,2021-05-07,2022-01-06,718,No,No,No,Poor,2.56,Poor
8928,Laptop,14748448,Dell,Vostro,2017-05-18,2021-06-08,2022-01-31,1719,No,No,No,Poor,3.98,Poor
8929,Laptop,26777122,Lenovo,Ideapad,2017-12-24,2021-06-06,2022-02-14,1513,No,Yes,No,Good,13.25,Good
8930,Smart Phone,97247494,Samsung,Galaxy A6,2020-05-06,2021-05-03,2022-01-27,631,No,No,No,Poor,4.27,Poor
8931,Laptop,28840541,HP,Probook,2017-04-20,2021-07-14,2022-01-14,1730,Yes,Yes,Yes,Poor,4.76,Poor
8932,Laptop,35715085,Lenovo,ThinkPad,2017-11-30,2021-07-15,2022-01-13,1505,No,No,No,Poor,3.61,Poor
8933,Feature Phone,76657689,Nokia,215,2015-08-05,2021-01-02,2022-01-07,2347,No,Yes,Yes,Average,9.2,Average
8934,Feature Phone,44244064,Samsung,6300,2016-12-13,2021-02-16,2022-01-01,1845,No,No,No,Average,6.9,Average
8935,Feature Phone,96212516,Samsung,215,2018-05-02,2021-02-17,2022-02-11,1381,Yes,Yes,Yes,Poor,4.53,Poor
8936,Smart Phone,76487453,Samsung,Galaxy S9,2018-07-18,2021-01-24,2022-02-10,1303,Yes,Yes,Yes,Poor,1.1,Poor
8937,Laptop,06309466,HP,Probook,2014-12-18,2021-07-22,2022-02-09,2610,No,Yes,No,Good,16.68,Good
8938,Laptop,36953578,Apple,ProBook,2017-03-11,2021-04-26,2022-01-31,1787,No,No,Yes,Poor,3.97,Poor
8939,Feature Phone,46394255,Samsung,6300,2014-09-23,2021-01-09,2022-01-18,2674,No,Yes,No,Good,13.62,Good
8940,Laptop,60340665,Lenovo,Ideapad,2016-02-01,2021-03-31,2022-02-18,2209,Yes,No,Yes,Good,17.56,Good
8941,Smart Phone,89862537,Samsung,Galaxy A6,2015-03-09,2021-04-03,2022-02-15,2535,No,Yes,No,Poor,3.31,Poor
8942,Smart Phone,62958943,Blackberry,Aurora,2019-08-06,2021-04-22,2022-02-05,914,No,Yes,Yes,Good,15.18,Good
8943,Laptop,00598347,Apple,MacBook,2020-09-25,2021-03-12,2022-01-19,481,No,No,No,Poor,4.58,Poor
8944,Laptop,85287754,Apple,MacBook,2014-01-07,2021-02-10,2022-02-15,2961,Yes,No,Yes,Average,10.43,Average
8945,Laptop,05785698,Apple,ProBook,2016-04-27,2021-08-08,2022-01-11,2085,Yes,No,Yes,Average,9.82,Average
8946,Feature Phone,37896911,Samsung,125,2018-01-05,2021-02-18,2022-01-27,1483,No,No,No,Poor,2.2,Poor
8947,Laptop,18409642,Lenovo,Ideapad,2016-08-14,2021-02-10,2022-02-07,2003,No,Yes,Yes,Average,8.42,Average
8948,Feature Phone,49614039,Samsung,8000,2019-07-07,2021-07-10,2022-01-08,916,No,Yes,No,Average,8.8,Average
8949,Smart Phone,24022057,OnePlus,OnePlus 9R,2014-03-03,2021-06-12,2022-02-09,2900,No,Yes,No,Average,6.5,Average
8950,Smart Phone,44963583,Samsung,Galaxy A8s,2016-12-16,2021-02-10,2022-01-12,1853,Yes,No,Yes,Poor,3.99,Poor
8951,Smart Phone,95905372,Nokia,XR20,2016-07-25,2021-02-19,2022-01-31,2016,Yes,No,Yes,Poor,3.13,Poor
8952,Laptop,28145660,HP,Pavilion,2016-01-14,2021-04-23,2022-01-31,2209,No,Yes,No,Good,19.51,Good
8953,Laptop,15825698,HP,EliteBook,2017-04-26,2021-03-25,2022-01-25,1735,Yes,Yes,Yes,Average,6.94,Average
8954,Smart Phone,46361820,Apple,Iphone 11,2015-07-28,2021-06-17,2022-02-01,2380,Yes,No,Yes,Average,6.4,Average
8955,Laptop,74026180,Dell,Vostro,2018-06-05,2021-04-27,2022-01-28,1333,No,Yes,No,Average,8.96,Average
8956,Feature Phone,54855724,Nokia,5310,2017-06-16,2021-01-22,2022-01-15,1674,No,Yes,No,Poor,1.7,Poor
8957,Feature Phone,64029689,Samsung,5310,2016-09-30,2021-04-07,2022-01-23,1941,No,Yes,No,Average,7.3,Average
8958,Smart Phone,16262911,Nokia,XR20,2018-10-27,2021-06-18,2022-02-15,1207,Yes,Yes,Yes,Poor,3.83,Poor
8959,Smart Phone,34934869,Nokia,X20,2014-09-23,2021-02-11,2022-01-13,2669,No,Yes,No,Poor,4.53,Poor
8960,Feature Phone,28312680,Samsung,5310,2019-07-23,2021-07-09,2022-01-06,898,No,Yes,Yes,Good,14.16,Good
8961,Laptop,37095598,HP,EliteBook,2018-12-18,2021-06-23,2022-02-04,1144,No,No,No,Average,8.55,Average
8962,Laptop,59480181,HP,Pavilion,2020-02-03,2021-05-29,2022-01-22,719,No,No,No,Good,12.61,Good
8963,Feature Phone,79606554,Nokia,8000,2020-02-08,2021-06-17,2022-01-10,702,No,Yes,Yes,Good,16.89,Good
8964,Smart Phone,69392924,OnePlus,OnePlus 6,2016-10-14,2021-06-22,2022-01-09,1913,Yes,No,Yes,Poor,2.53,Poor
8965,Laptop,97060352,HP,Pavilion,2020-08-04,2021-03-09,2022-02-01,546,Yes,Yes,Yes,Average,9.51,Average
8966,Feature Phone,55200288,Nokia,125,2015-11-01,2021-07-26,2022-02-05,2288,Yes,Yes,Yes,Poor,4.99,Poor
8967,Smart Phone,11965695,Apple,Iphone 5S,2017-08-10,2021-03-16,2022-01-14,1618,Yes,No,Yes,Good,16.72,Good
8968,Laptop,87404951,Lenovo,ThinkPad,2019-05-26,2021-05-04,2022-02-18,999,No,Yes,No,Average,6.54,Average
8969,Feature Phone,32004106,Nokia,6300,2016-02-19,2021-01-06,2022-02-13,2186,No,No,No,Average,6.39,Average
8970,Laptop,05629572,Lenovo,ThinkPad,2018-11-27,2021-01-05,2022-02-13,1174,No,No,Yes,Good,17.27,Good
8971,Laptop,81318797,Dell,Vostro,2019-07-14,2021-06-19,2022-02-04,936,No,Yes,Yes,Good,17.38,Good
8972,Laptop,16841178,Apple,ProBook,2014-06-01,2021-03-31,2022-01-02,2772,No,No,No,Average,10.32,Average
8973,Feature Phone,52708763,Nokia,5310,2018-05-05,2021-01-02,2022-01-21,1357,No,No,Yes,Good,12.52,Good
8974,Laptop,05679843,Dell,Inspiron,2017-08-05,2021-07-16,2022-01-21,1630,No,Yes,No,Good,17.85,Good
8975,Feature Phone,20158026,Samsung,6300,2014-04-20,2021-06-16,2022-01-23,2835,Yes,No,Yes,Poor,1.98,Poor
8976,Smart Phone,08320087,Apple,Iphone 7,2020-11-08,2021-04-04,2022-02-09,458,No,No,No,Average,9.35,Average
8977,Feature Phone,17650052,Nokia,215,2017-03-12,2021-04-21,2022-02-02,1788,No,Yes,No,Average,6.97,Average
8978,Laptop,45139673,Apple,ProBook,2014-10-05,2021-01-10,2022-02-11,2686,No,Yes,No,Poor,2.29,Poor
8979,Feature Phone,30068025,Nokia,8000,2016-10-09,2021-04-27,2022-01-25,1934,No,No,No,Poor,3.57,Poor
8980,Feature Phone,36990337,Samsung,5310,2020-12-25,2021-03-12,2022-02-09,411,Yes,No,Yes,Good,13.84,Good
8981,Feature Phone,94704150,Samsung,6300,2020-12-28,2021-08-02,2022-01-28,396,No,Yes,No,Good,15.32,Good
8982,Feature Phone,62004213,Samsung,125,2016-01-03,2021-07-24,2022-02-03,2223,Yes,No,Yes,Good,13.46,Good
8983,Feature Phone,97115441,Nokia,215,2015-11-26,2021-07-14,2022-02-12,2270,No,Yes,Yes,Good,12.34,Good
8984,Smart Phone,08768711,OnePlus,OnePlus 6,2018-03-30,2021-01-29,2022-01-01,1373,Yes,No,Yes,Poor,1.48,Poor
8985,Feature Phone,23259379,Samsung,6300,2015-06-15,2021-02-08,2022-01-24,2415,No,No,Yes,Good,14.4,Good
8986,Smart Phone,44234201,Apple,Iphone 5,2019-08-24,2021-01-24,2022-02-03,894,No,No,Yes,Good,17.36,Good
8987,Smart Phone,26087528,Apple,Iphone 12,2015-07-26,2021-08-04,2022-02-09,2390,No,No,Yes,Average,6.3,Average
8988,Feature Phone,49575880,Nokia,5310,2016-07-08,2021-02-12,2022-01-20,2022,Yes,No,Yes,Average,7.98,Average
8989,Feature Phone,75124601,Samsung,8000,2018-06-07,2021-07-12,2022-01-28,1331,No,No,Yes,Good,18.6,Good
8990,Feature Phone,98907960,Samsung,6300,2017-06-17,2021-07-14,2022-01-09,1667,No,No,Yes,Poor,1.46,Poor
8991,Laptop,72018019,Apple,MacBook,2014-07-30,2021-01-08,2022-01-23,2734,Yes,No,Yes,Average,6.17,Average
8992,Smart Phone,40120379,Blackberry,Torch,2015-10-31,2021-04-27,2022-02-02,2286,No,Yes,No,Average,6.79,Average
8993,Smart Phone,07073076,Nokia,G50,2020-07-04,2021-02-19,2022-01-01,546,No,Yes,No,Good,13.79,Good
8994,Laptop,20608200,HP,Pavilion,2016-08-03,2021-04-29,2022-01-29,2005,Yes,No,Yes,Poor,2.43,Poor
8995,Laptop,61762534,HP,Pavilion,2016-09-28,2021-04-05,2022-02-10,1961,No,No,No,Average,8.16,Average
8996,Smart Phone,68175153,Blackberry,Passport,2018-04-22,2021-02-08,2022-01-05,1354,No,No,No,Good,19.16,Good
8997,Feature Phone,32525083,Samsung,125,2017-07-27,2021-02-12,2022-01-10,1628,No,No,No,Poor,3.91,Poor
8998,Smart Phone,28907855,Samsung,Galaxy S9,2020-08-15,2021-01-02,2022-01-30,533,No,No,No,Average,8.85,Average
8999,Smart Phone,69120299,Blackberry,Q10,2017-09-15,2021-07-31,2022-01-20,1588,No,No,No,Average,8.89,Average
9000,Feature Phone,69393099,Nokia,5310,2016-09-24,2021-05-30,2022-01-03,1927,No,No,No,Poor,4.48,Poor
9001,Feature Phone,40635675,Nokia,125,2016-11-22,2021-05-22,2022-01-12,1877,No,No,Yes,Poor,3.99,Poor
9002,Smart Phone,24713795,Samsung,Galaxy S9,2019-10-04,2021-05-24,2022-02-01,851,No,Yes,No,Good,13.75,Good
9003,Smart Phone,24472340,OnePlus,OnePlus 9R,2017-04-29,2021-03-07,2022-01-01,1708,Yes,Yes,Yes,Average,6.57,Average
9004,Laptop,24794749,HP,Pavilion,2018-06-23,2021-01-09,2022-02-08,1326,Yes,No,Yes,Average,9.88,Average
9005,Laptop,21483738,HP,Probook,2014-07-12,2021-03-31,2022-01-13,2742,No,Yes,Yes,Average,9.82,Average
9006,Feature Phone,42092759,Samsung,215,2017-12-20,2021-08-01,2022-02-17,1520,No,No,No,Good,12.33,Good
9007,Feature Phone,55880688,Nokia,215,2015-02-28,2021-07-20,2022-01-20,2518,No,Yes,Yes,Poor,4.51,Poor
9008,Smart Phone,74852727,OnePlus,OnePlus 8,2017-02-19,2021-07-26,2022-02-05,1812,No,No,No,Good,12.0,Good
9009,Smart Phone,87863710,Nokia,T20,2015-06-16,2021-06-05,2022-01-05,2395,Yes,Yes,Yes,Good,18.65,Good
9010,Smart Phone,42371175,Apple,Iphone SE,2014-03-12,2021-01-27,2022-01-21,2872,No,No,No,Good,18.0,Good
9011,Smart Phone,59110989,Apple,Iphone 11,2016-02-01,2021-05-25,2022-02-14,2205,No,No,Yes,Poor,2.8,Poor
9012,Feature Phone,84476357,Nokia,6300,2017-03-28,2021-02-15,2022-02-11,1781,Yes,Yes,Yes,Poor,1.38,Poor
9013,Smart Phone,02028767,Oppo,A52,2015-11-19,2021-04-19,2022-01-07,2241,No,No,No,Good,15.75,Good
9014,Feature Phone,25172515,Samsung,125,2017-03-02,2021-08-07,2022-01-24,1789,Yes,Yes,Yes,Poor,1.91,Poor
9015,Smart Phone,53740519,Oppo,Joy,2018-08-10,2021-06-06,2022-01-23,1262,No,No,No,Poor,4.8,Poor
9016,Laptop,50303670,HP,Probook,2019-01-22,2021-04-29,2022-02-16,1121,No,No,Yes,Good,18.3,Good
9017,Smart Phone,24003162,Nokia,X20,2016-04-14,2021-06-13,2022-02-08,2126,Yes,Yes,Yes,Good,19.8,Good
9018,Laptop,00938068,Dell,Inspiron,2018-06-26,2021-05-20,2022-01-01,1285,No,Yes,No,Average,7.49,Average
9019,Smart Phone,88957258,Blackberry,Passport,2015-10-09,2021-04-12,2022-01-04,2279,No,Yes,No,Good,17.14,Good
9020,Laptop,80881155,HP,Pavilion,2020-04-28,2021-03-03,2022-02-06,649,No,Yes,No,Good,15.19,Good
9021,Feature Phone,29188178,Samsung,8000,2015-05-01,2021-01-11,2022-02-19,2486,Yes,No,Yes,Poor,4.64,Poor
9022,Laptop,18391787,Apple,MacBook,2020-08-12,2021-02-06,2022-01-22,528,No,No,No,Good,15.13,Good
9023,Feature Phone,41205587,Nokia,5310,2015-11-20,2021-07-19,2022-01-01,2234,No,Yes,No,Average,8.67,Average
9024,Laptop,25134421,Dell,Vostro,2016-04-26,2021-03-08,2022-01-18,2093,No,No,Yes,Average,8.58,Average
9025,Smart Phone,77729149,Blackberry,Passport,2019-11-27,2021-07-24,2022-01-26,791,Yes,Yes,Yes,Good,18.68,Good
9026,Smart Phone,18686951,Samsung,Galaxy A8s,2019-10-12,2021-05-25,2022-02-21,863,Yes,Yes,Yes,Good,16.24,Good
9027,Smart Phone,97536635,Apple,Iphone 6S,2016-01-06,2021-05-23,2022-01-17,2203,No,No,No,Poor,2.36,Poor
9028,Smart Phone,58056486,OnePlus,OnePlus 7T,2016-02-20,2021-01-16,2022-01-08,2149,No,No,No,Good,13.81,Good
9029,Smart Phone,98466245,Nokia,X20,2014-06-23,2021-02-26,2022-02-12,2791,No,Yes,No,Poor,3.9,Poor
9030,Smart Phone,44934637,Oppo,A52,2019-03-06,2021-05-10,2022-01-30,1061,Yes,Yes,Yes,Average,10.22,Average
9031,Feature Phone,19664606,Nokia,215,2018-08-20,2021-07-09,2022-01-29,1258,No,No,No,Good,15.86,Good
9032,Laptop,97910671,Dell,Inspiron,2019-02-07,2021-01-08,2022-01-07,1065,Yes,No,Yes,Average,6.57,Average
9033,Smart Phone,93000222,Apple,Iphone XS,2015-03-09,2021-01-20,2022-02-05,2525,No,Yes,No,Poor,4.6,Poor
9034,Feature Phone,47132986,Nokia,5310,2014-02-12,2021-04-30,2022-01-15,2894,Yes,Yes,Yes,Good,19.2,Good
9035,Feature Phone,10209615,Nokia,225,2017-11-06,2021-01-05,2022-01-29,1545,No,No,No,Good,14.55,Good
9036,Smart Phone,96112748,Oppo,Joy,2014-06-11,2021-01-30,2022-01-09,2769,No,Yes,Yes,Good,14.17,Good
9037,Feature Phone,28408253,Samsung,8000,2014-12-26,2021-01-29,2022-02-07,2600,No,No,No,Average,7.34,Average
9038,Laptop,76852206,Apple,ProBook,2016-04-09,2021-08-09,2022-01-11,2103,Yes,Yes,Yes,Good,17.62,Good
9039,Laptop,92142916,Lenovo,Ideapad,2019-03-02,2021-01-08,2022-02-03,1069,No,Yes,No,Poor,4.94,Poor
9040,Feature Phone,65593851,Nokia,125,2020-07-19,2021-02-03,2022-02-20,581,No,Yes,Yes,Poor,4.69,Poor
9041,Smart Phone,26799421,Apple,Iphone 6,2019-07-29,2021-06-22,2022-01-08,894,Yes,No,Yes,Average,8.64,Average
9042,Smart Phone,46860095,OnePlus,OnePlus 6T,2016-11-29,2021-02-27,2022-01-23,1881,No,No,No,Average,6.6,Average
9043,Feature Phone,82181932,Nokia,6300,2018-05-18,2021-01-27,2022-02-12,1366,No,Yes,No,Average,10.6,Average
9044,Laptop,86871372,HP,Pavilion,2016-12-02,2021-03-31,2022-01-18,1873,Yes,No,Yes,Poor,2.5,Poor
9045,Feature Phone,40328874,Nokia,8000,2014-05-31,2021-07-04,2022-01-18,2789,No,Yes,No,Average,9.18,Average
9046,Laptop,45466564,HP,Pavilion,2020-04-02,2021-01-04,2022-01-20,658,No,Yes,No,Average,8.69,Average
9047,Smart Phone,43014071,Nokia,X10,2017-11-30,2021-05-24,2022-02-12,1535,No,No,No,Poor,2.51,Poor
9048,Laptop,85304321,Apple,ProBook,2020-10-15,2021-03-10,2022-01-02,444,Yes,No,Yes,Poor,1.26,Poor
9049,Laptop,43752317,Apple,MacBook,2014-05-16,2021-05-20,2022-01-02,2788,No,No,No,Average,7.34,Average
9050,Laptop,46024503,Dell,Inspiron,2016-04-12,2021-04-08,2022-01-10,2099,No,No,No,Good,17.84,Good
9051,Feature Phone,26036014,Nokia,6300,2017-10-12,2021-01-22,2022-02-13,1585,No,No,No,Good,19.97,Good
9052,Smart Phone,04630692,OnePlus,OnePlus 8,2015-12-24,2021-04-27,2022-02-21,2251,No,No,No,Poor,2.55,Poor
9053,Feature Phone,09911970,Samsung,8000,2019-06-05,2021-04-30,2022-01-15,955,No,Yes,No,Good,16.88,Good
9054,Laptop,85096479,HP,EliteBook,2014-09-18,2021-06-09,2022-01-23,2684,No,No,Yes,Good,18.26,Good
9055,Laptop,74752188,Dell,Vostro,2016-07-24,2021-07-19,2022-02-03,2020,Yes,No,Yes,Average,6.89,Average
9056,Feature Phone,65116593,Samsung,125,2014-11-28,2021-03-20,2022-01-15,2605,No,Yes,No,Poor,4.62,Poor
9057,Smart Phone,90356452,Apple,Iphone 12,2020-01-01,2021-02-12,2022-02-01,762,No,No,No,Poor,2.54,Poor
9058,Feature Phone,03134009,Nokia,215,2017-05-26,2021-01-26,2022-01-25,1705,No,No,Yes,Poor,4.59,Poor
9059,Feature Phone,68660215,Nokia,5310,2016-06-18,2021-05-06,2022-01-28,2050,Yes,Yes,Yes,Good,15.47,Good
9060,Feature Phone,93021760,Samsung,6300,2017-12-12,2021-01-21,2022-01-05,1485,No,Yes,No,Average,8.27,Average
9061,Laptop,91258083,Apple,MacBook,2017-02-22,2021-07-02,2022-02-18,1822,Yes,No,Yes,Good,15.4,Good
9062,Laptop,60095244,HP,Probook,2018-06-17,2021-07-16,2022-01-25,1318,Yes,Yes,Yes,Poor,4.8,Poor
9063,Feature Phone,89411551,Nokia,6300,2017-06-16,2021-04-18,2022-02-07,1697,No,Yes,Yes,Poor,4.42,Poor
9064,Laptop,26982168,Dell,Vostro,2020-07-27,2021-07-16,2022-01-11,533,No,Yes,No,Average,9.23,Average
9065,Feature Phone,67563418,Samsung,215,2016-05-22,2021-04-04,2022-01-18,2067,Yes,No,Yes,Good,12.4,Good
9066,Laptop,43313358,Apple,ProBook,2020-07-25,2021-01-11,2022-02-11,566,No,No,No,Good,16.61,Good
9067,Smart Phone,17383301,Nokia,X100,2014-10-05,2021-02-09,2022-01-19,2663,Yes,No,Yes,Average,7.36,Average
9068,Smart Phone,47038011,Nokia,X10,2019-05-06,2021-01-28,2022-02-17,1018,No,Yes,Yes,Poor,3.54,Poor
9069,Smart Phone,87543056,Oppo,A3s,2020-11-03,2021-01-06,2022-01-14,437,No,Yes,Yes,Good,16.12,Good
9070,Feature Phone,04395348,Samsung,125,2018-06-08,2021-02-20,2022-01-08,1310,No,Yes,Yes,Poor,2.34,Poor
9071,Feature Phone,37370237,Nokia,215,2017-08-21,2021-06-03,2022-01-08,1601,No,Yes,Yes,Poor,4.93,Poor
9072,Smart Phone,40299648,Blackberry,Q10,2018-07-12,2021-04-12,2022-01-28,1296,Yes,Yes,Yes,Poor,4.76,Poor
9073,Laptop,86063494,HP,EliteBook,2017-11-28,2021-01-01,2022-02-04,1529,Yes,Yes,Yes,Poor,2.19,Poor
9074,Feature Phone,84623287,Nokia,125,2016-10-01,2021-01-10,2022-02-14,1962,No,Yes,Yes,Good,17.89,Good
9075,Smart Phone,81415274,Samsung,Galaxy Note 9,2017-03-15,2021-01-02,2022-01-22,1774,No,No,No,Poor,4.48,Poor
9076,Laptop,11839422,Dell,Vostro,2016-04-19,2021-01-02,2022-01-28,2110,No,Yes,No,Average,6.88,Average
9077,Feature Phone,18032352,Nokia,225,2017-10-12,2021-06-10,2022-01-02,1543,No,Yes,No,Average,6.25,Average
9078,Laptop,84415172,Lenovo,Ideapad,2020-07-25,2021-02-27,2022-01-24,548,No,Yes,No,Good,18.95,Good
9079,Smart Phone,90261824,Apple,Iphone 7,2016-08-05,2021-05-26,2022-01-23,1997,No,Yes,No,Poor,3.2,Poor
9080,Feature Phone,33045047,Samsung,225,2015-12-23,2021-01-28,2022-02-07,2238,No,No,Yes,Good,16.4,Good
9081,Feature Phone,31753982,Samsung,5310,2019-05-07,2021-04-25,2022-02-01,1001,No,No,No,Good,14.26,Good
9082,Feature Phone,04956587,Samsung,8000,2019-02-28,2021-04-28,2022-01-23,1060,No,Yes,No,Good,16.75,Good
9083,Smart Phone,64594828,Blackberry,Leap,2020-01-17,2021-04-27,2022-01-12,726,Yes,Yes,Yes,Poor,1.18,Poor
9084,Laptop,60978530,Apple,ProBook,2019-09-01,2021-01-31,2022-02-09,892,Yes,No,Yes,Poor,4.1,Poor
9085,Laptop,78293199,Dell,Inspiron,2017-12-03,2021-02-24,2022-02-01,1521,No,Yes,Yes,Poor,2.69,Poor
9086,Laptop,11679172,Lenovo,Ideapad,2017-08-22,2021-04-03,2022-02-03,1626,No,Yes,No,Good,15.74,Good
9087,Smart Phone,06243401,Blackberry,Torch,2014-05-05,2021-02-09,2022-01-08,2805,No,No,No,Poor,4.29,Poor
9088,Laptop,16189522,Dell,Inspiron,2017-11-23,2021-03-08,2022-01-03,1502,No,Yes,No,Average,7.81,Average
9089,Laptop,21656712,Dell,Inspiron,2017-07-27,2021-03-30,2022-01-24,1642,No,No,Yes,Poor,1.8,Poor
9090,Laptop,06394745,Apple,ProBook,2015-02-02,2021-05-14,2022-01-26,2550,No,No,No,Average,8.36,Average
9091,Laptop,69673863,Lenovo,Ideapad,2015-08-08,2021-05-20,2022-01-28,2365,Yes,Yes,Yes,Good,12.18,Good
9092,Smart Phone,23120372,Oppo,Find 7,2020-12-25,2021-01-08,2022-01-28,399,No,No,No,Average,8.12,Average
9093,Smart Phone,20442163,Nokia,XR20,2019-02-14,2021-04-15,2022-01-05,1056,No,Yes,Yes,Poor,2.47,Poor
9094,Laptop,93574945,Dell,Inspiron,2020-12-01,2021-04-02,2022-01-13,408,No,No,No,Poor,1.26,Poor
9095,Feature Phone,51213633,Nokia,6300,2019-04-13,2021-04-09,2022-02-20,1044,No,No,No,Poor,4.82,Poor
9096,Smart Phone,22192578,Oppo,A52,2017-01-22,2021-01-02,2022-02-16,1851,No,Yes,No,Poor,3.61,Poor
9097,Feature Phone,07966682,Nokia,225,2020-10-08,2021-07-28,2022-01-29,478,No,No,Yes,Poor,2.98,Poor
9098,Laptop,22224224,Apple,MacBook,2018-05-03,2021-07-20,2022-01-23,1361,No,Yes,Yes,Good,16.53,Good
9099,Laptop,33393285,Apple,ProBook,2014-04-29,2021-03-06,2022-02-13,2847,No,No,No,Average,10.68,Average
9100,Feature Phone,41361764,Samsung,5310,2017-03-17,2021-04-09,2022-02-02,1783,No,Yes,No,Average,6.4,Average
9101,Laptop,00086295,HP,Pavilion,2015-04-08,2021-07-22,2022-01-18,2477,No,Yes,No,Good,12.86,Good
9102,Laptop,44071554,HP,EliteBook,2015-06-19,2021-01-01,2022-01-21,2408,No,Yes,No,Poor,2.7,Poor
9103,Laptop,00741101,Apple,ProBook,2018-06-14,2021-03-19,2022-01-17,1313,Yes,No,Yes,Good,16.6,Good
9104,Smart Phone,93579704,Oppo,Find 7,2017-10-09,2021-05-21,2022-01-03,1547,No,No,No,Good,14.17,Good
9105,Smart Phone,62651905,Blackberry,Aurora,2018-03-10,2021-06-08,2022-01-26,1418,No,No,No,Good,16.75,Good
9106,Feature Phone,44444945,Nokia,125,2019-10-19,2021-06-02,2022-01-11,815,Yes,Yes,Yes,Average,9.76,Average
9107,Smart Phone,02261058,Oppo,A3s,2015-12-08,2021-02-02,2022-02-20,2266,No,No,No,Poor,2.84,Poor
9108,Smart Phone,95094441,Apple,Iphone 5,2015-08-03,2021-03-16,2022-01-30,2372,Yes,No,Yes,Poor,1.2,Poor
9109,Laptop,65398395,Dell,Vostro,2017-02-27,2021-06-08,2022-01-12,1780,No,Yes,Yes,Average,6.49,Average
9110,Smart Phone,22440457,Apple,Iphone SE,2020-05-03,2021-04-19,2022-02-06,644,No,Yes,No,Average,8.38,Average
9111,Feature Phone,50518937,Samsung,6300,2019-02-06,2021-07-22,2022-02-10,1100,No,No,No,Poor,4.79,Poor
9112,Feature Phone,26072395,Nokia,215,2016-11-12,2021-04-10,2022-01-12,1887,No,Yes,No,Average,9.79,Average
9113,Smart Phone,94594867,Nokia,T20,2016-03-21,2021-02-18,2022-02-06,2148,No,Yes,Yes,Poor,4.52,Poor
9114,Feature Phone,29544479,Nokia,5310,2018-07-07,2021-07-02,2022-02-14,1318,No,Yes,Yes,Poor,4.14,Poor
9115,Smart Phone,52889073,Blackberry,Passport,2020-10-18,2021-07-13,2022-02-09,479,Yes,No,Yes,Average,10.37,Average
9116,Smart Phone,41447529,Apple,Iphone XS,2014-05-25,2021-03-27,2022-02-20,2828,No,No,No,Poor,1.14,Poor
9117,Laptop,91549198,Lenovo,Ideapad,2018-05-31,2021-06-18,2022-02-16,1357,No,Yes,No,Poor,1.46,Poor
9118,Laptop,87830460,Apple,MacBook,2019-02-28,2021-01-01,2022-02-14,1082,No,No,Yes,Average,10.49,Average
9119,Laptop,74919321,Apple,MacBook,2020-11-01,2021-02-25,2022-01-27,452,No,Yes,Yes,Good,17.2,Good
9120,Laptop,33520124,Dell,Inspiron,2015-12-31,2021-05-01,2022-01-17,2209,No,No,No,Good,14.3,Good
9121,Feature Phone,25960914,Nokia,125,2015-04-17,2021-01-01,2022-01-29,2479,No,Yes,Yes,Average,10.5,Average
9122,Smart Phone,28146483,Samsung,Galaxy S9,2016-11-15,2021-04-01,2022-02-03,1906,Yes,No,Yes,Poor,3.7,Poor
9123,Feature Phone,37529536,Nokia,6300,2020-01-16,2021-01-13,2022-01-22,737,No,No,No,Good,18.77,Good
9124,Smart Phone,74253258,Apple,Iphone 5,2015-08-27,2021-07-02,2022-01-02,2320,No,Yes,No,Poor,4.4,Poor
9125,Laptop,96768815,Apple,MacBook,2019-02-25,2021-07-18,2022-02-20,1091,No,No,No,Poor,4.98,Poor
9126,Feature Phone,79662376,Nokia,125,2020-06-30,2021-06-28,2022-01-07,556,No,No,No,Good,12.96,Good
9127,Laptop,74524723,Lenovo,ThinkPad,2016-07-27,2021-01-11,2022-02-17,2031,No,No,No,Average,8.36,Average
9128,Laptop,80667827,Dell,Inspiron,2016-05-15,2021-07-27,2022-01-31,2087,Yes,No,Yes,Poor,4.53,Poor
9129,Laptop,21853227,HP,Probook,2018-09-16,2021-06-14,2022-01-21,1223,No,Yes,Yes,Average,6.64,Average
9130,Feature Phone,14567124,Samsung,5310,2015-11-30,2021-06-29,2022-02-09,2263,No,Yes,No,Poor,4.77,Poor
