,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,Assessment_Date,Age,device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
7813,Smart Phone,20525583,Oppo,A11k,2019-11-17,2021-06-24,2022-02-18,824 days,No,Yes,Yes,Good,17.67,Good
7814,Feature Phone,03755662,Samsung,5310,2020-09-04,2021-06-12,2022-02-18,532 days,Yes,No,Yes,Good,15.37,Good
7815,Smart Phone,68393441,Apple,Iphone XS,2018-04-17,2021-04-04,2022-02-18,1403 days,Yes,No,Yes,Average,6.6,Average
7816,Laptop,74435678,Dell,Inspiron,2018-01-30,2021-03-19,2022-02-18,1480 days,No,No,No,Average,6.62,Average
7817,Smart Phone,39350893,OnePlus,OnePlus 7pro,2015-02-26,2021-03-13,2022-02-18,2549 days,No,No,Yes,Average,8.27,Average
7818,Laptop,77689047,Lenovo,ThinkPad,2016-10-18,2021-02-25,2022-02-18,1949 days,No,Yes,No,Average,7.46,Average
7819,Feature Phone,39738806,Nokia,6300,2016-10-04,2021-05-26,2022-02-18,1963 days,No,No,No,Average,6.63,Average
7820,Smart Phone,67202430,Nokia,G50,2017-07-10,2021-03-23,2022-02-18,1684 days,No,No,No,Average,8.52,Average
7821,Smart Phone,68116255,Oppo,A3s,2015-05-01,2021-01-26,2022-02-18,2485 days,Yes,Yes,Yes,Poor,3.46,Poor
7822,Feature Phone,34375747,Samsung,6300,2017-05-06,2021-01-17,2022-02-18,1749 days,No,Yes,No,Good,11.83,Good
7823,Feature Phone,98956425,Samsung,215,2014-05-28,2021-03-23,2022-02-18,2823 days,No,Yes,No,Average,8.28,Average
7824,Feature Phone,93456272,Nokia,6300,2014-12-10,2021-06-04,2022-02-18,2627 days,No,No,No,Average,8.99,Average
7825,Smart Phone,01177503,Samsung,Galaxy A8s,2019-03-22,2021-01-22,2022-02-18,1064 days,No,Yes,Yes,Good,19.84,Good
7826,Smart Phone,33575438,Blackberry,Aurora,2020-05-09,2021-03-01,2022-02-18,650 days,Yes,No,Yes,Good,19.13,Good
7827,Feature Phone,71355917,Samsung,5310,2020-08-06,2021-01-23,2022-02-18,561 days,No,Yes,No,Poor,4.55,Poor
7828,Laptop,58794166,Dell,Inspiron,2020-12-10,2021-03-09,2022-02-18,435 days,No,No,Yes,Poor,4.11,Poor
7829,Feature Phone,33919089,Samsung,8000,2017-05-25,2021-03-01,2022-02-18,1730 days,No,Yes,No,Poor,2.18,Poor
7830,Laptop,67553808,Dell,Vostro,2014-04-08,2021-04-17,2022-02-18,2873 days,No,Yes,No,Poor,3.41,Poor
7831,Smart Phone,12638383,OnePlus,OnePlus 8,2014-04-20,2021-04-22,2022-02-18,2861 days,No,Yes,No,Poor,1.63,Poor
7832,Smart Phone,96550939,Nokia,C20 Plus,2016-09-25,2021-06-24,2022-02-18,1972 days,Yes,Yes,Yes,Average,6.88,Average
7833,Feature Phone,95045856,Samsung,6300,2017-08-07,2021-07-28,2022-02-18,1656 days,No,No,No,Poor,2.5,Poor
7834,Feature Phone,68121204,Nokia,8000,2014-01-05,2021-08-09,2022-02-18,2966 days,No,No,No,Average,6.5,Average
7835,Feature Phone,40008899,Samsung,5310,2015-08-03,2021-06-22,2022-02-18,2391 days,No,No,No,Poor,3.59,Poor
7836,Laptop,73408017,Dell,Vostro,2016-05-23,2021-06-04,2022-02-18,2097 days,No,No,Yes,Poor,1.65,Poor
7837,Smart Phone,06388980,Oppo,R1,2015-03-14,2021-03-26,2022-02-18,2533 days,No,No,Yes,Good,14.1,Good
7838,Feature Phone,67152445,Samsung,5310,2015-04-16,2021-02-27,2022-02-18,2500 days,No,Yes,No,Good,19.26,Good
7839,Smart Phone,01950915,Oppo,A11k,2019-01-28,2021-02-15,2022-02-18,1117 days,Yes,No,Yes,Good,11.92,Good
7840,Laptop,88854403,Lenovo,ThinkPad,2014-09-08,2021-02-16,2022-02-18,2720 days,No,No,No,Average,6.4,Average
7841,Laptop,06608101,Apple,MacBook,2018-12-04,2021-05-16,2022-02-18,1172 days,No,No,No,Average,6.88,Average
7842,Laptop,79354417,Dell,Inspiron,2015-07-10,2021-06-22,2022-02-18,2415 days,No,Yes,No,Good,14.75,Good
7843,Laptop,95646381,HP,EliteBook,2020-09-28,2021-02-16,2022-02-18,508 days,No,Yes,No,Average,9.51,Average
7844,Laptop,22907813,Lenovo,ThinkPad,2019-10-23,2021-07-28,2022-02-18,849 days,No,No,No,Poor,4.99,Poor
7845,Laptop,81838493,Lenovo,Ideapad,2016-09-22,2021-07-26,2022-02-18,1975 days,No,No,Yes,Poor,3.47,Poor
7846,Laptop,29448753,Apple,ProBook,2020-11-30,2021-04-11,2022-02-18,445 days,Yes,No,Yes,Poor,3.14,Poor
7847,Laptop,70337815,HP,EliteBook,2017-12-09,2021-05-24,2022-02-18,1532 days,No,No,No,Average,7.8,Average
7848,Smart Phone,90860386,Blackberry,Q10,2017-05-16,2021-03-23,2022-02-18,1739 days,No,No,No,Good,13.22,Good
7849,Smart Phone,61164338,Nokia,XR20,2016-03-19,2021-08-06,2022-02-18,2162 days,No,Yes,Yes,Poor,1.17,Poor
7850,Smart Phone,91968470,Apple,Iphone 11,2018-05-08,2021-08-06,2022-02-18,1382 days,No,No,No,Poor,4.97,Poor
7851,Laptop,87465730,HP,Probook,2017-02-07,2021-01-06,2022-02-18,1837 days,No,No,Yes,Poor,4.6,Poor
7852,Smart Phone,70678031,Blackberry,Torch,2020-01-13,2021-03-01,2022-02-18,767 days,Yes,Yes,Yes,Good,17.7,Good
7853,Laptop,25053197,HP,Probook,2014-04-01,2021-02-12,2022-02-18,2880 days,Yes,No,Yes,Good,13.6,Good
7854,Laptop,66585312,Lenovo,ThinkPad,2014-10-09,2021-03-28,2022-02-18,2689 days,No,Yes,No,Average,7.72,Average
7855,Smart Phone,14621031,Blackberry,Curve,2019-03-07,2021-01-24,2022-02-18,1079 days,No,Yes,Yes,Average,9.78,Average
7856,Smart Phone,79545860,Blackberry,Passport,2016-10-04,2021-04-16,2022-02-18,1963 days,Yes,Yes,Yes,Poor,3.67,Poor
7857,Smart Phone,61786820,Samsung,Galaxy A8s,2014-02-24,2021-07-19,2022-02-18,2916 days,No,Yes,No,Average,9.43,Average
7858,Laptop,69564444,Lenovo,Ideapad,2017-02-01,2021-05-24,2022-02-18,1843 days,No,Yes,No,Good,12.75,Good
7859,Feature Phone,14761430,Samsung,225,2020-02-19,2021-03-04,2022-02-18,730 days,No,Yes,No,Average,9.97,Average
7860,Laptop,14884917,Dell,Inspiron,2016-09-11,2021-05-08,2022-02-18,1986 days,No,No,Yes,Average,7.98,Average
7861,Feature Phone,57534565,Nokia,215,2016-06-03,2021-04-15,2022-02-18,2086 days,No,Yes,Yes,Average,7.64,Average
7862,Laptop,87007671,Dell,Inspiron,2018-04-26,2021-07-07,2022-02-18,1394 days,Yes,No,Yes,Poor,3.94,Poor
7863,Smart Phone,19189901,Oppo,Neo,2016-03-01,2021-04-23,2022-02-18,2180 days,Yes,No,Yes,Average,7.35,Average
7864,Feature Phone,01536713,Nokia,8000,2014-10-07,2021-02-03,2022-02-18,2691 days,No,No,No,Average,8.71,Average
7865,Laptop,95442013,Apple,MacBook,2016-03-21,2021-02-21,2022-02-18,2160 days,No,No,No,Good,19.98,Good
7866,Laptop,20705329,Dell,Vostro,2014-04-17,2021-06-20,2022-02-18,2864 days,No,Yes,Yes,Average,6.2,Average
7867,Smart Phone,55797092,Apple,Iphone 11,2018-11-11,2021-06-21,2022-02-18,1195 days,Yes,No,Yes,Average,9.32,Average
7868,Feature Phone,31513319,Samsung,125,2016-11-16,2021-05-29,2022-02-18,1920 days,No,Yes,No,Good,19.28,Good
7869,Laptop,42984924,Dell,Vostro,2017-07-06,2021-01-07,2022-02-18,1688 days,No,Yes,Yes,Good,14.48,Good
7870,Smart Phone,37659707,Blackberry,Leap,2019-08-03,2021-03-03,2022-02-18,930 days,No,No,No,Average,6.6,Average
7871,Feature Phone,71187198,Samsung,215,2019-09-18,2021-01-14,2022-02-18,884 days,No,No,Yes,Good,18.77,Good
7872,Laptop,01832303,HP,Probook,2014-11-16,2021-03-23,2022-02-18,2651 days,No,No,No,Average,6.29,Average
7873,Laptop,76314568,HP,Probook,2017-10-25,2021-04-27,2022-02-18,1577 days,No,Yes,No,Good,11.6,Good
7874,Laptop,16839205,Dell,Vostro,2018-05-12,2021-02-22,2022-02-18,1378 days,No,Yes,Yes,Poor,1.93,Poor
7875,Laptop,98054329,HP,EliteBook,2017-12-13,2021-01-09,2022-02-18,1528 days,No,No,No,Poor,3.28,Poor
7876,Feature Phone,97640516,Nokia,225,2014-04-16,2021-04-02,2022-02-18,2865 days,No,Yes,Yes,Average,8.72,Average
7877,Smart Phone,21236228,Nokia,X20,2017-09-01,2021-01-24,2022-02-18,1631 days,No,No,No,Good,19.19,Good
7878,Feature Phone,33195148,Nokia,125,2015-08-29,2021-03-29,2022-02-18,2365 days,Yes,No,Yes,Good,13.97,Good
7879,Feature Phone,42458616,Samsung,215,2018-01-29,2021-02-07,2022-02-18,1481 days,No,Yes,Yes,Good,19.51,Good
7880,Smart Phone,71631769,Apple,Iphone 11,2017-12-11,2021-07-18,2022-02-18,1530 days,No,Yes,No,Average,7.87,Average
7881,Laptop,57668710,Dell,Inspiron,2016-11-19,2021-02-06,2022-02-18,1917 days,No,No,Yes,Good,15.55,Good
7882,Smart Phone,40819808,Nokia,XR20,2019-12-30,2021-05-11,2022-02-18,781 days,No,No,No,Good,18.38,Good
7883,Smart Phone,43778478,Blackberry,Q10,2015-01-23,2021-06-12,2022-02-18,2583 days,Yes,No,Yes,Good,12.95,Good
7884,Smart Phone,43446865,Samsung,Galaxy A8s,2020-02-16,2021-07-26,2022-02-18,733 days,Yes,Yes,Yes,Good,13.72,Good
7885,Smart Phone,75475420,Nokia,X100,2018-09-02,2021-06-25,2022-02-18,1265 days,No,No,No,Good,18.4,Good
7886,Smart Phone,65791769,Blackberry,Leap,2020-10-25,2021-07-12,2022-02-18,481 days,Yes,Yes,Yes,Average,8.58,Average
7887,Feature Phone,80259893,Nokia,125,2020-02-09,2021-05-17,2022-02-18,740 days,No,Yes,No,Poor,3.69,Poor
7888,Feature Phone,35158752,Samsung,215,2019-09-30,2021-03-24,2022-02-18,872 days,No,No,No,Good,13.34,Good
7889,Smart Phone,14273711,Oppo,A11k,2017-09-16,2021-04-28,2022-02-18,1616 days,No,No,Yes,Good,11.42,Good
7890,Laptop,98075461,Apple,MacBook,2014-02-06,2021-02-21,2022-02-18,2934 days,No,No,No,Good,13.21,Good
7891,Feature Phone,87977578,Nokia,225,2017-12-19,2021-06-19,2022-02-18,1522 days,Yes,No,Yes,Average,6.75,Average
7892,Smart Phone,08727114,OnePlus,OnePlus 9R,2019-01-01,2021-05-15,2022-02-18,1144 days,No,No,No,Good,12.35,Good
7893,Feature Phone,85141049,Nokia,6300,2020-06-09,2021-04-02,2022-02-18,619 days,No,No,No,Poor,1.61,Poor
7894,Laptop,81946808,Lenovo,Ideapad,2020-03-15,2021-03-04,2022-02-18,705 days,Yes,No,Yes,Poor,4.59,Poor
7895,Feature Phone,97546214,Samsung,6300,2015-05-17,2021-07-21,2022-02-18,2469 days,No,No,No,Good,19.2,Good
7896,Smart Phone,59032533,Samsung,Galaxy A8s,2018-08-08,2021-05-20,2022-02-18,1290 days,No,Yes,No,Poor,2.25,Poor
7897,Feature Phone,15840356,Nokia,6300,2014-09-03,2021-01-16,2022-02-18,2725 days,No,No,Yes,Poor,3.69,Poor
7898,Smart Phone,70445817,OnePlus,OnePlus 9R,2014-05-11,2021-05-14,2022-02-18,2840 days,No,No,No,Poor,1.38,Poor
7899,Laptop,98153091,Lenovo,Ideapad,2017-08-31,2021-08-02,2022-02-18,1632 days,No,No,No,Average,8.57,Average
7900,Laptop,47784154,Apple,MacBook,2018-11-29,2021-04-22,2022-02-18,1177 days,No,Yes,No,Poor,1.14,Poor
7901,Feature Phone,70480108,Samsung,6300,2014-02-24,2021-07-06,2022-02-18,2916 days,No,No,Yes,Average,9.6,Average
7902,Smart Phone,15009265,Nokia,X20,2019-08-19,2021-05-17,2022-02-18,914 days,No,No,No,Average,8.6,Average
7903,Laptop,75925512,Dell,Vostro,2020-07-12,2021-01-07,2022-02-18,586 days,No,No,No,Poor,1.5,Poor
7904,Laptop,58292853,Lenovo,ThinkPad,2014-03-14,2021-01-01,2022-02-18,2898 days,Yes,Yes,Yes,Good,11.4,Good
7905,Feature Phone,92168688,Samsung,8000,2014-07-15,2021-03-08,2022-02-18,2775 days,No,Yes,No,Poor,3.1,Poor
7906,Laptop,47810006,Lenovo,Ideapad,2017-09-14,2021-03-08,2022-02-18,1618 days,No,No,No,Good,13.66,Good
7907,Feature Phone,61160750,Nokia,6300,2020-01-15,2021-07-04,2022-02-18,765 days,No,Yes,No,Good,15.47,Good
7908,Smart Phone,89212486,Nokia,G50,2014-09-09,2021-04-09,2022-02-18,2719 days,No,Yes,No,Poor,4.8,Poor
7909,Laptop,02486161,Lenovo,Ideapad,2020-04-03,2021-07-06,2022-02-18,686 days,No,Yes,No,Good,16.45,Good
7910,Smart Phone,74317394,Blackberry,Aurora,2016-08-25,2021-02-20,2022-02-18,2003 days,No,No,Yes,Poor,2.93,Poor
7911,Laptop,56661347,Lenovo,Ideapad,2018-06-14,2021-02-04,2022-02-18,1345 days,No,Yes,No,Average,9.56,Average
7912,Laptop,03547533,Dell,Inspiron,2019-12-01,2021-03-29,2022-02-18,810 days,No,No,No,Average,8.18,Average
7913,Smart Phone,52386626,Samsung,Galaxy A8s,2020-01-12,2021-05-11,2022-02-18,768 days,No,No,No,Good,19.0,Good
7914,Feature Phone,92247055,Nokia,5310,2018-10-06,2021-03-08,2022-02-18,1231 days,No,No,Yes,Good,14.19,Good
7915,Feature Phone,23357624,Nokia,225,2015-05-12,2021-06-01,2022-02-18,2474 days,No,Yes,No,Poor,4.35,Poor
7916,Laptop,34606315,Apple,ProBook,2014-04-17,2021-02-05,2022-02-18,2864 days,No,Yes,No,Average,6.95,Average
7917,Laptop,64961361,Lenovo,ThinkPad,2017-05-10,2021-06-01,2022-02-18,1745 days,No,Yes,No,Average,7.87,Average
7918,Feature Phone,40984322,Samsung,8000,2014-10-11,2021-08-05,2022-02-18,2687 days,No,No,No,Average,7.89,Average
7919,Laptop,69310157,HP,EliteBook,2016-12-04,2021-07-07,2022-02-18,1902 days,No,No,Yes,Average,6.38,Average
7920,Laptop,18240931,Lenovo,Ideapad,2014-10-25,2021-01-29,2022-02-18,2673 days,No,Yes,No,Average,8.3,Average
7921,Laptop,54940192,Apple,ProBook,2017-11-26,2021-06-10,2022-02-18,1545 days,No,Yes,Yes,Poor,1.88,Poor
7922,Smart Phone,24332224,Apple,Iphone 8,2016-05-27,2021-04-19,2022-02-18,2093 days,No,No,No,Good,14.43,Good
7923,Feature Phone,94881998,Nokia,215,2017-01-14,2021-05-20,2022-02-18,1861 days,Yes,No,Yes,Poor,2.75,Poor
7924,Smart Phone,78756342,Nokia,X100,2014-10-30,2021-01-13,2022-02-18,2668 days,No,No,Yes,Average,6.82,Average
7925,Laptop,32570250,Apple,ProBook,2019-03-13,2021-08-05,2022-02-18,1073 days,No,Yes,No,Poor,1.3,Poor
7926,Feature Phone,45923746,Nokia,225,2015-04-20,2021-02-28,2022-02-18,2496 days,No,No,No,Poor,2.31,Poor
7927,Feature Phone,86440288,Nokia,8000,2017-01-22,2021-01-19,2022-02-18,1853 days,No,No,Yes,Average,7.84,Average
7928,Smart Phone,74201242,OnePlus,OnePlus 7pro,2017-10-23,2021-05-15,2022-02-18,1579 days,No,No,No,Poor,3.49,Poor
7929,Smart Phone,16269613,Apple,Iphone X,2018-09-23,2021-02-28,2022-02-18,1244 days,No,No,No,Good,13.82,Good
7930,Laptop,03893470,Apple,MacBook,2017-08-07,2021-02-20,2022-02-18,1656 days,No,No,No,Good,16.5,Good
7931,Laptop,81126668,Dell,Inspiron,2017-03-11,2021-08-02,2022-02-18,1805 days,No,No,No,Average,7.68,Average
7932,Smart Phone,57322360,Apple,Iphone 12,2018-08-13,2021-02-14,2022-02-18,1285 days,No,Yes,No,Average,8.8,Average
7933,Smart Phone,86283946,Nokia,G50,2016-09-10,2021-05-29,2022-02-18,1987 days,No,No,No,Average,6.81,Average
7934,Laptop,85530256,Lenovo,Ideapad,2016-11-29,2021-06-10,2022-02-18,1907 days,No,Yes,Yes,Poor,4.99,Poor
7935,Feature Phone,06071134,Nokia,5310,2020-06-22,2021-03-30,2022-02-18,606 days,No,No,No,Poor,1.11,Poor
7936,Smart Phone,15504111,Apple,Iphone 6,2020-10-20,2021-03-15,2022-02-18,486 days,No,No,No,Good,19.56,Good
7937,Smart Phone,47049000,Blackberry,Keyone,2016-10-29,2021-08-01,2022-02-18,1938 days,Yes,Yes,Yes,Good,14.55,Good
7938,Laptop,23554153,Dell,Vostro,2015-06-19,2021-06-10,2022-02-18,2436 days,No,No,Yes,Average,6.78,Average
7939,Feature Phone,56436105,Samsung,5310,2015-06-25,2021-07-20,2022-02-18,2430 days,Yes,Yes,Yes,Poor,3.71,Poor
7940,Feature Phone,39239297,Samsung,125,2016-04-30,2021-07-22,2022-02-18,2120 days,No,No,Yes,Average,7.41,Average
7941,Laptop,56548150,Dell,Inspiron,2015-02-07,2021-04-06,2022-02-18,2568 days,No,Yes,No,Poor,1.11,Poor
7942,Feature Phone,55436168,Samsung,225,2020-11-26,2021-05-19,2022-02-18,449 days,No,No,No,Good,17.9,Good
7943,Smart Phone,46945150,Apple,Iphone 12,2020-06-19,2021-07-20,2022-02-18,609 days,Yes,No,Yes,Average,8.93,Average
7944,Laptop,63207019,Apple,ProBook,2017-02-24,2021-05-22,2022-02-18,1820 days,No,Yes,No,Average,8.47,Average
7945,Smart Phone,25209730,Apple,Iphone 8,2020-04-21,2021-01-30,2022-02-18,668 days,Yes,No,Yes,Average,8.46,Average
7946,Feature Phone,53581549,Nokia,125,2016-08-23,2021-03-27,2022-02-18,2005 days,No,No,No,Average,8.1,Average
7947,Smart Phone,37516383,Oppo,A52,2016-07-10,2021-02-21,2022-02-18,2049 days,No,Yes,No,Poor,4.5,Poor
7948,Feature Phone,92394223,Nokia,8000,2015-01-06,2021-05-22,2022-02-18,2600 days,No,No,No,Good,17.78,Good
7949,Laptop,79184380,Apple,ProBook,2016-03-31,2021-05-23,2022-02-18,2150 days,No,No,No,Good,11.12,Good
7950,Feature Phone,09562615,Samsung,215,2019-09-04,2021-04-15,2022-02-18,898 days,Yes,No,Yes,Poor,1.11,Poor
7951,Smart Phone,46626127,Blackberry,Torch,2014-03-05,2021-07-11,2022-02-18,2907 days,Yes,No,Yes,Poor,4.24,Poor
7952,Feature Phone,02966144,Samsung,225,2020-01-05,2021-02-12,2022-02-18,775 days,Yes,No,Yes,Good,13.24,Good
7953,Feature Phone,78299474,Samsung,215,2018-06-22,2021-05-19,2022-02-18,1337 days,No,No,No,Good,18.3,Good
7954,Feature Phone,55173483,Samsung,125,2014-11-12,2021-04-12,2022-02-18,2655 days,No,Yes,No,Good,15.79,Good
7955,Laptop,87494570,Lenovo,Ideapad,2016-03-31,2021-07-15,2022-02-18,2150 days,No,Yes,Yes,Average,6.31,Average
7956,Smart Phone,24621007,Samsung,Galaxy Note 9,2018-12-10,2021-02-26,2022-02-18,1166 days,No,Yes,No,Poor,1.62,Poor
7957,Smart Phone,87057263,Samsung,Galaxy Note 9,2014-06-20,2021-03-14,2022-02-18,2800 days,No,No,Yes,Average,9.6,Average
7958,Laptop,93014489,HP,Pavilion,2020-07-16,2021-06-11,2022-02-18,582 days,No,Yes,Yes,Poor,4.72,Poor
7959,Smart Phone,07466786,OnePlus,OnePlus 7,2020-01-14,2021-05-01,2022-02-18,766 days,No,Yes,Yes,Average,7.3,Average
7960,Smart Phone,26321950,Nokia,X20,2014-04-01,2021-03-19,2022-02-18,2880 days,No,No,Yes,Average,7.27,Average
7961,Smart Phone,50876242,Blackberry,Q5,2019-08-15,2021-02-16,2022-02-18,918 days,No,No,Yes,Good,15.26,Good
7962,Smart Phone,46213549,Apple,Iphone 12,2015-01-21,2021-08-02,2022-02-18,2585 days,No,Yes,Yes,Average,7.2,Average
7963,Feature Phone,67313211,Nokia,125,2020-04-25,2021-07-26,2022-02-18,664 days,No,No,No,Poor,2.37,Poor
7964,Smart Phone,26528953,Oppo,N1,2017-02-04,2021-03-21,2022-02-18,1840 days,Yes,No,Yes,Average,7.53,Average
7965,Smart Phone,94417418,Apple,Iphone XR,2015-12-06,2021-03-01,2022-02-18,2266 days,No,Yes,No,Good,19.7,Good
7966,Feature Phone,78157958,Samsung,8000,2014-02-22,2021-06-20,2022-02-18,2918 days,Yes,Yes,Yes,Good,13.62,Good
7967,Laptop,29542314,Apple,ProBook,2018-06-14,2021-04-08,2022-02-18,1345 days,No,No,Yes,Average,8.51,Average
7968,Smart Phone,25537208,Samsung,Galaxy J7 duo,2020-07-14,2021-07-20,2022-02-18,584 days,No,No,Yes,Good,18.9,Good
7969,Laptop,73773023,Lenovo,ThinkPad,2014-11-18,2021-07-19,2022-02-18,2649 days,No,Yes,Yes,Poor,3.72,Poor
7970,Feature Phone,57334622,Samsung,6300,2014-06-11,2021-08-05,2022-02-18,2809 days,No,No,Yes,Good,17.58,Good
7971,Laptop,75961756,Lenovo,Ideapad,2015-07-15,2021-07-29,2022-02-18,2410 days,Yes,Yes,Yes,Poor,2.48,Poor
7972,Feature Phone,63360257,Nokia,6300,2019-01-13,2021-01-06,2022-02-18,1132 days,No,No,Yes,Poor,4.33,Poor
7973,Smart Phone,70677768,Blackberry,Leap,2019-10-18,2021-05-17,2022-02-18,854 days,No,No,Yes,Good,11.37,Good
7974,Feature Phone,26215297,Nokia,5310,2015-01-04,2021-06-17,2022-02-18,2602 days,No,No,No,Poor,2.11,Poor
7975,Smart Phone,82270681,Samsung,Galaxy Note 9,2014-01-08,2021-03-05,2022-02-18,2963 days,No,No,Yes,Average,8.6,Average
7976,Laptop,91873002,HP,EliteBook,2019-10-14,2021-07-20,2022-02-18,858 days,No,No,Yes,Good,15.72,Good
7977,Laptop,63042559,Lenovo,Ideapad,2014-03-12,2021-05-03,2022-02-18,2900 days,No,No,No,Good,16.15,Good
7978,Feature Phone,34011867,Nokia,6300,2019-10-30,2021-07-19,2022-02-18,842 days,No,Yes,Yes,Average,7.74,Average
7979,Feature Phone,13774738,Samsung,225,2017-09-16,2021-03-25,2022-02-18,1616 days,No,No,Yes,Good,17.6,Good
7980,Feature Phone,50414840,Nokia,6300,2014-07-12,2021-07-03,2022-02-18,2778 days,No,No,No,Average,9.54,Average
7981,Feature Phone,99147358,Nokia,125,2017-01-15,2021-03-06,2022-02-18,1860 days,No,Yes,Yes,Good,14.82,Good
7982,Feature Phone,27245606,Samsung,6300,2018-04-05,2021-06-29,2022-02-18,1415 days,No,Yes,No,Poor,1.55,Poor
7983,Smart Phone,94519822,Apple,Iphone XS,2018-11-05,2021-03-29,2022-02-18,1201 days,No,No,No,Average,9.93,Average
7984,Smart Phone,44275075,Blackberry,Curve,2018-04-02,2021-01-10,2022-02-18,1418 days,No,No,Yes,Average,9.79,Average
7985,Laptop,16744004,Lenovo,ThinkPad,2020-08-08,2021-07-13,2022-02-18,559 days,No,Yes,No,Average,9.1,Average
7986,Feature Phone,04237174,Samsung,8000,2016-11-12,2021-05-05,2022-02-18,1924 days,No,No,No,Poor,3.34,Poor
7987,Smart Phone,05726974,Samsung,Galaxy A6,2015-01-06,2021-06-11,2022-02-18,2600 days,No,Yes,Yes,Good,18.84,Good
7988,Smart Phone,91169617,Nokia,C20 Plus,2018-09-24,2021-06-02,2022-02-18,1243 days,No,Yes,Yes,Average,9.9,Average
7989,Smart Phone,49781281,Blackberry,Passport,2015-05-20,2021-05-03,2022-02-18,2466 days,No,Yes,No,Poor,4.86,Poor
7990,Laptop,82449438,Dell,Vostro,2014-08-24,2021-02-24,2022-02-18,2735 days,No,No,Yes,Average,6.22,Average
7991,Feature Phone,45221088,Nokia,215,2020-01-27,2021-01-31,2022-02-18,753 days,Yes,No,Yes,Average,8.16,Average
7992,Smart Phone,75546281,Samsung,Galaxy J7 duo,2016-05-29,2021-08-09,2022-02-18,2091 days,No,Yes,Yes,Good,11.96,Good
7993,Laptop,23133143,Dell,Vostro,2017-05-06,2021-04-11,2022-02-18,1749 days,No,No,Yes,Good,14.39,Good
7994,Smart Phone,92497726,Apple,Iphone X,2015-06-04,2021-01-14,2022-02-18,2451 days,Yes,No,Yes,Poor,2.49,Poor
7995,Laptop,07585913,Apple,ProBook,2015-09-24,2021-07-20,2022-02-18,2339 days,No,Yes,No,Poor,1.19,Poor
7996,Smart Phone,36394098,Blackberry,Q10,2018-04-07,2021-06-13,2022-02-18,1413 days,Yes,Yes,Yes,Good,17.92,Good
7997,Feature Phone,05330614,Samsung,6300,2016-12-29,2021-04-01,2022-02-18,1877 days,No,No,No,Poor,1.97,Poor
7998,Laptop,42391968,Lenovo,Ideapad,2015-08-14,2021-02-19,2022-02-18,2380 days,No,Yes,Yes,Good,18.86,Good
7999,Feature Phone,33583327,Samsung,5310,2016-03-03,2021-03-22,2022-02-18,2178 days,No,No,No,Average,9.14,Average
8000,Feature Phone,10928684,Nokia,5310,2018-02-25,2021-04-22,2022-02-18,1454 days,No,Yes,No,Good,15.43,Good
8001,Smart Phone,53850133,Samsung,Galaxy S9,2018-06-27,2021-01-06,2022-02-18,1332 days,Yes,No,Yes,Good,18.13,Good
8002,Laptop,39999993,HP,Pavilion,2014-08-09,2021-03-09,2022-02-18,2750 days,No,No,No,Good,12.62,Good
8003,Feature Phone,17472708,Samsung,5310,2014-06-01,2021-04-04,2022-02-18,2819 days,Yes,Yes,Yes,Average,6.84,Average
8004,Feature Phone,26261218,Samsung,8000,2019-01-26,2021-06-04,2022-02-18,1119 days,No,No,No,Poor,3.5,Poor
8005,Smart Phone,35091097,Blackberry,Passport,2016-09-24,2021-05-03,2022-02-18,1973 days,No,No,No,Average,6.35,Average
8006,Smart Phone,50542932,OnePlus,OnePlus 6,2015-01-03,2021-01-07,2022-02-18,2603 days,No,Yes,No,Good,11.45,Good
8007,Laptop,35800637,Lenovo,ThinkPad,2018-10-31,2021-04-11,2022-02-18,1206 days,No,Yes,No,Poor,1.36,Poor
8008,Feature Phone,78901247,Nokia,5310,2020-12-11,2021-02-04,2022-02-18,434 days,No,Yes,Yes,Average,6.85,Average
8009,Feature Phone,84551726,Samsung,8000,2019-06-25,2021-03-08,2022-02-18,969 days,No,Yes,No,Good,13.26,Good
8010,Smart Phone,51812843,Samsung,Galaxy A6,2014-04-19,2021-05-27,2022-02-18,2862 days,No,Yes,Yes,Poor,1.66,Poor
8011,Smart Phone,49878653,OnePlus,OnePlus 7,2015-09-11,2021-06-19,2022-02-18,2352 days,Yes,No,Yes,Poor,2.44,Poor
8012,Feature Phone,03370711,Nokia,215,2019-05-12,2021-06-27,2022-02-18,1013 days,No,Yes,Yes,Good,12.28,Good
8013,Smart Phone,41938041,Samsung,Galaxy A8s,2016-07-30,2021-07-09,2022-02-18,2029 days,No,No,No,Average,6.59,Average
8014,Smart Phone,14223334,OnePlus,OnePlus 7T,2018-09-29,2021-07-11,2022-02-18,1238 days,No,Yes,Yes,Poor,4.2,Poor
8015,Laptop,35622758,Apple,ProBook,2017-12-19,2021-07-25,2022-02-18,1522 days,No,No,Yes,Poor,1.38,Poor
8016,Smart Phone,99359317,OnePlus,OnePlus 9R,2015-10-26,2021-03-11,2022-02-18,2307 days,No,Yes,No,Poor,2.76,Poor
8017,Feature Phone,60364166,Nokia,125,2019-08-19,2021-03-31,2022-02-18,914 days,Yes,Yes,Yes,Poor,3.51,Poor
